X,Y,BUILDINGS,USE,MATERIAL,NR_FLOORS,TYPE,VALUE_MIN,VALUE_MAX,PEOPLE_MIN,PEOPLE_MAX,COMMUNE,ADMIN_UNIT,Area,Use_Type,XCOORD,YCOORD,station,x,y
369908.067485758,5151478.51684586,_3051,Industrial,Masonary,1,MA_1,14965,19642,0,0,Pontebba,PontebbaB1,94,4,369908.067486,5151478.516846,S3hhm,13.3044444795637,46.5043069851603
369899.98705325,5151458.14358421,_3052,House,Masonary_wood,1,MA_1,273768,385588,0.87,1,Pontebba,PontebbaB1,386,1,369899.987053,5151458.143584,S3hhm,13.3043449099154,46.5041221544896
369922.683695218,5151440.82789195,_3053,House,Concrete,2,RC_2,249376,351233,0.87,1,Pontebba,PontebbaB1,176,1,369922.683695,5151440.827892,S3hhm,13.3046454376387,46.503970773592
369915.388180719,5151423.03724849,_3054,Apartment_building,Concrete,3,RC_3,438688,617870,3.79,4,Pontebba,PontebbaB1,206,1,369915.388181,5151423.037248,S3hhm,13.3045553710425,46.5038093269009
369961.084116505,5151476.06538986,_3055,House,Masonary,2,MA_2,82585,116317,0.87,1,Pontebba,PontebbaB1,58,1,369961.084117,5151476.06539,S3hhm,13.3051358503288,46.5042951719816
369974.961205993,5151486.357502,_3057,Apartment_building,Concrete_wood,4,RC_4,402172,566439,3.47,3,Pontebba,PontebbaB1,142,1,369974.961206,5151486.357502,S3hhm,13.3053137591988,46.5043904351566
369950.268753141,5151472.32077139,_3058,Apartment_building,Masonary_wood,3,MA_3,211110,297338,1.82,2,Pontebba,PontebbaB1,99,1,369950.268753,5151472.320771,S3hhm,13.3049959981754,46.5042593984338
369949.548121776,5151458.19942987,_3059,House,Masonary,2,MA_2,204001,287325,0.87,1,Pontebba,PontebbaB1,144,1,369949.548122,5151458.19943,S3hhm,13.3049905592458,46.5041322292909
369949.997209835,5151447.67105827,_3060,Apartment_building,Masonary,3,MA_3,139967,197137,1.21,1,Pontebba,PontebbaB1,66,1,369949.99721,5151447.671058,S3hhm,13.3049993541959,46.5040376069515
369967.929598401,5151447.58776396,_3061,House,Masonary,2,MA_2,234942,330905,0.87,1,Pontebba,PontebbaB1,165,1,369967.929598,5151447.587764,S3hhm,13.3052329942891,46.5040403202875
369980.705176767,5151455.20002459,_3062,Apartment_building,Masonary,3,MA_3,1810801,2550424,15.63,16,Pontebba,PontebbaB1,850,1,369980.705177,5151455.200025,S3hhm,13.3053973016801,46.5041112637664
369978.028350997,5151423.47075617,_3063,Apartment_building,Masonary,3,MA_3,379676,534754,3.28,3,Pontebba,PontebbaB1,178,1,369978.028351,5151423.470756,S3hhm,13.3053713003778,46.5038253229822
369943.360456023,5151424.91239359,_3064,Apartment_building,Masonary,3,MA_3,205915,290021,1.78,2,Pontebba,PontebbaB1,97,1,369943.360456,5151424.912394,S3hhm,13.3049192579224,46.5038315974034
369939.976338167,5151436.06250044,_3065,Apartment_building,Concrete,3,RC_3,100504,141555,0.87,1,Pontebba,PontebbaB1,47,1,369939.976338,5151436.0625,S3hhm,13.3048720525419,46.5039312458035
369949.701299535,5151432.31010018,_3066,Industrial,Masonary_wood,1,MA_1,7224,9482,0,0,Pontebba,PontebbaB1,45,4,369949.7013,5151432.3101,S3hhm,13.3049997950382,46.5038993687169
369967.433163007,5151400.3614333,_3067,House,Masonary,2,MA_2,208518,293687,0.87,1,Pontebba,PontebbaB1,147,1,369967.433163,5151400.361433,S3hhm,13.3052397323478,46.5036153950099
369953.014354581,5151398.84870401,_3068,Apartment_building,Concrete_wood,4,RC_4,186994,263371,1.61,2,Pontebba,PontebbaB1,66,1,369953.014355,5151398.848704,S3hhm,13.3050523137154,46.5035990029973
369955.475758702,5151392.79340904,_3069,Apartment_building,Masonary,3,MA_3,138680,195323,1.2,1,Pontebba,PontebbaB1,65,1,369955.475759,5151392.793409,S3hhm,13.3050860730715,46.5035450072457
369955.146061654,5151385.28421532,_3070,Apartment_building,Masonary,3,MA_3,133661,188254,1.15,1,Pontebba,PontebbaB1,63,1,369955.146062,5151385.284215,S3hhm,13.3050838778204,46.5034773938402
369958.006249881,5151376.87216458,_3071,Apartment_building,Concrete,4,RC_4,367256,517262,3.17,3,Pontebba,PontebbaB1,129,1,369958.00625,5151376.872165,S3hhm,13.3051234912546,46.5034022746403
369963.506841343,5151386.20937214,_3072,Apartment_building,Concrete,4,RC_4,130535,183852,1.13,1,Pontebba,PontebbaB1,46,1,369963.506841,5151386.209372,S3hhm,13.3051925392742,46.5034873305582
369921.065412938,5151393.97934838,_3074,Apartment_building,Concrete,3,RC_3,226319,318759,1.95,2,Pontebba,PontebbaB1,106,1,369921.065413,5151393.979348,S3hhm,13.3046374596897,46.503549030148
369920.267680152,5151357.11769238,_3076,Restaurant_and_apartment_building,Concrete_wood,3,RC_3,459693,647455,2.64,3,Pontebba,PontebbaB1,216,2,369920.26768,5151357.117692,S3hhm,13.3046373779617,46.5032172832437
369948.776600557,5151360.21250443,_3078,Apartment_building,Concrete_wood,4,RC_4,386941,544987,3.34,3,Pontebba,PontebbaB1,136,1,369948.776601,5151360.212504,S3hhm,13.3050079109869,46.5032506286966
369951.251942173,5151367.48673301,_3079,Apartment_building,Brick,4,MA_3,168956,237967,1.46,1,Pontebba,PontebbaB1,59,1,369951.251942,5151367.486733,S3hhm,13.3050381241695,46.5033165427785
369912.51481963,5151335.30713207,_3080,Apartment_building,Concrete,3,RC_3,316416,445657,2.73,3,Pontebba,PontebbaB1,149,1,369912.51482,5151335.307132,S3hhm,13.3045424790164,46.503019586635
369931.798160658,5151340.07361242,_3081,Apartment_building,Concrete,4,RC_4,623548,878236,5.38,5,Pontebba,PontebbaB1,220,1,369931.798161,5151340.073612,S3hhm,13.3047923576955,46.5030661884003
369929.502601784,5151328.5923218,_3082,Apartment_building,Masonary,3,MA_3,183190,258014,1.58,2,Pontebba,PontebbaB1,86,1,369929.502602,5151328.592322,S3hhm,13.3047656637028,46.5029624639218
369909.160056301,5151308.10530051,_3084,Apartment_building,Masonary,3,MA_3,386664,544597,3.34,3,Pontebba,PontebbaB1,182,1,369909.160056,5151308.105301,S3hhm,13.3045063843829,46.5027742417591
369880.35746089,5151324.69864485,_3086,House,Concrete,2,RC_2,51348,72321,0.87,1,Pontebba,PontebbaB1,36,1,369880.357461,5151324.698645,S3hhm,13.3041265205519,46.5029179447949
369861.476014625,5151302.83649716,_3087,Apartment_building,Masonary,3,MA_3,425902,599862,3.68,4,Pontebba,PontebbaB1,200,1,369861.476015,5151302.836497,S3hhm,13.3038866627151,46.5027176334486
369852.22708909,5151273.09274583,_3088,Shop,Masonary,2,MA_2,257273,367533,0,0,Pontebba,PontebbaB1,167,3,369852.227089,5151273.092746,S3hhm,13.3037744977537,46.5024482833319
369818.99858989,5151270.99180973,_3090,Apartment_building,Concrete_wood,5,RC_4,1430980,2015465,12.35,12,Pontebba,PontebbaB1,403,1,369818.99859,5151270.99181,S3hhm,13.3033422097263,46.5024229622406
369835.492075175,5151243.2737022,_3091,Apartment_building,Concrete_wood,6,RC_4,1120244,1577809,9.67,10,Pontebba,PontebbaB1,263,1,369835.492075,5151243.273702,Sem4,13.3035648322389,46.502176809055
369804.310882545,5151242.25614885,_3092,House,Masonary_wood,2,MA_2,459322,646933,0.87,1,Pontebba,PontebbaB1,323,1,369804.310883,5151242.256149,Sem4,13.3031589138319,46.5021616286456
369807.984057458,5151212.65841218,_3093,House,Masonary,2,MA_2,530852,747679,0.87,1,Pontebba,PontebbaB1,374,1,369807.984057,5151212.658412,Sem4,13.3032150504263,46.5018960893356
369769.85195539,5151198.87655224,_3095,Apartment_building,Concrete,5,RC_4,1539004,2167612,13.28,13,Pontebba,PontebbaB1,434,1,369769.851955,5151198.876552,Sem4,13.3027221581387,46.5017647411706
369757.755181474,5151155.50228552,_3098,Hotel,Masonary_wood,2,MA_2,215133,307332,0,10,Pontebba,PontebbaB1,140,1,369757.755181,5151155.502286,Sem4,13.3025767188401,46.501372224663
369729.547944152,5151126.94388214,_3100,Apartment_building,Masonary,3,MA_3,804244,1132738,6.94,7,Pontebba,PontebbaB1,378,1,369729.547944,5151126.943882,Sem4,13.3022172624589,46.5011098696964
369646.963516408,5151031.92004424,_3101,House,Masonary,2,MA_2,302278,425743,0.87,1,Pontebba,PontebbaB1,213,1,369646.963516,5151031.920044,Sem4,13.3011680731995,46.5002390960821
369771.512270861,5151287.66235501,_3102,Apartment_building,Concrete,3,RC_3,1187452,1672468,10.25,10,Pontebba,PontebbaB1,557,1,369771.512271,5151287.662355,S3hhm,13.3027189257162,46.5025637434294
369919.51080687,5151291.01783078,_3103,Apartment_building,Masonary,3,MA_3,174276,245459,1.5,2,Pontebba,PontebbaB1,82,1,369919.510807,5151291.017831,S3hhm,13.3046460066153,46.5026225288964
369916.402840025,5151264.06977784,_3104,Apartment_building,Masonary,3,MA_3,391268,551081,3.38,3,Pontebba,PontebbaB1,184,1,369916.40284,5151264.069778,S3hhm,13.304613055829,46.5023795145882
369868.038589527,5151230.40359333,_3105,Apartment_building,Concrete_wood,4,RC_4,527702,743243,4.55,5,Pontebba,PontebbaB1,186,1,369868.03859,5151230.403593,Sem4,13.3039924231318,46.5020673239484
369838.803266618,5151187.35757454,_3106,House,Masonary,1,MA_1,174223,245385,0.87,1,Pontebba,PontebbaB1,245,1,369838.803267,5151187.357575,Sem4,13.3036236169285,46.5016744498333
369812.5146768,5151159.18435418,_3107,House,Masonary,1,MA_1,139441,196395,0.87,1,Pontebba,PontebbaB1,196,1,369812.514677,5151159.184354,Sem4,13.3032890398721,46.5014159338923
369789.301525133,5151139.79828162,_3108,Apartment_building,Masonary,3,MA_3,296186,417163,2.56,3,Pontebba,PontebbaB1,139,1,369789.301525,5151139.798282,Sem4,13.3029920694526,46.5012370572383
369774.025731861,5151117.37355733,_3109,House,Masonary,1,MA_1,138113,194526,0.87,1,Pontebba,PontebbaB1,195,1,369774.025732,5151117.373557,Sem4,13.3027993511191,46.5010323800465
369747.369049702,5151104.46105656,_3110,Apartment_building,Concrete,4,RC_4,535199,753801,4.62,5,Pontebba,PontebbaB1,188,1,369747.36905,5151104.461057,Sem4,13.3024557130677,46.5009110698824
369786.720909688,5151060.25137793,_3111,House,Masonary,2,MA_2,111471,157002,0.87,1,Pontebba,PontebbaB1,79,1,369786.72091,5151060.251378,Sem4,13.3029807222113,46.5005209862629
369715.365945254,5151070.57727403,_3112,Apartment_building,Masonary,3,MA_3,291917,411150,2.52,3,Pontebba,PontebbaB1,137,1,369715.365945,5151070.577274,Sem4,13.3020483039007,46.5006000753785
370339.318680553,5152091.66974673,_3113,Apartment_building,Masonary_wood,3,MA_3,332508,484673,3.45,3,Pontebba,PontebbaD1,188,1,370339.318681,5152091.669747,S3hhm,13.3098917155361,46.5099058438059
370092.200032681,5152025.54075276,_3118,House,Masonary,2,MA_2,446580,650947,0.87,1,Pontebba,PontebbaD1,378,1,370092.200033,5152025.540753,S3hhm,13.3066904699651,46.5092633413379
370153.102027966,5151937.64940272,_3119,Apartment_building,Masonary,3,MA_3,582146,848552,6.05,6,Pontebba,PontebbaD1,329,1,370153.102028,5151937.649403,S3hhm,13.307508504219,46.5084844523087
370089.590649471,5151939.14040883,_3120,Industrial,Brick,2,MA_2,146400,192150,0,0,Pontebba,PontebbaB1,457,4,370089.590649,5151939.140409,S3hhm,13.3066806156313,46.5084856146375
370075.385569157,5151993.62423749,_3121,Industrial,Brick,2,MA_2,68132,89424,0,0,Pontebba,PontebbaB1,213,4,370075.385569,5151993.624237,S3hhm,13.3064803155441,46.5089729888194
369948.622199411,5151958.5111049,_3122,Industrial,Masonary,2,MA_2,132152,173450,0,0,Pontebba,PontebbaB1,413,4,369948.622199,5151958.511105,S3hhm,13.3048385600913,46.5086326539888
369937.613654046,5151913.4290974,_3123,Industrial,Masonary,2,MA_2,58413,76667,0,0,Pontebba,PontebbaB1,183,4,369937.613654,5151913.429097,S3hhm,13.304707744433,46.5082249882158
369972.620043388,5152049.3735776,_3124,House,Masonary_wood,2,MA_2,966149,1360773,0.87,1,Pontebba,PontebbaB1,680,1,369972.620043,5152049.373578,S3hhm,13.3051258088024,46.5094546506216
370005.394332348,5152065.29724556,_3126,House,Masonary_wood,2,MA_2,617523,869751,0.87,1,Pontebba,PontebbaB1,435,1,370005.394332,5152065.297246,S3hhm,13.3055483704805,46.5096042217409
369949.299166017,5152052.32697739,_3127,House,Masonary_wood,2,MA_2,197691,278437,0.87,1,Pontebba,PontebbaB1,139,1,369949.299166,5152052.326977,S3hhm,13.3048211363428,46.509476714329
369968.337762425,5152069.56894759,_3128,Apartment_building,Masonary,3,MA_3,257255,362332,2.22,2,Pontebba,PontebbaB1,121,1,369968.337762,5152069.568948,S3hhm,13.3050643665082,46.5096354930377
369975.799145998,5152075.53076169,_3129,Apartment_building,Masonary,3,MA_3,268670,378408,2.32,2,Pontebba,PontebbaB1,126,1,369975.799146,5152075.530762,S3hhm,13.3051599132996,46.5096905639801
369940.831982252,5152078.02107009,_3130,House,Masonary,2,MA_2,424084,597301,0.87,1,Pontebba,PontebbaB1,299,1,369940.831982,5152078.02107,S3hhm,13.3047036296266,46.5097062125113
369941.621110167,5152109.41212797,_3131,House,Masonary,2,MA_2,607524,855668,0.87,1,Pontebba,PontebbaB1,428,1,369941.62111,5152109.412128,S3hhm,13.3047051290418,46.5099887461248
369926.838670337,5152135.49652943,_3132,Apartment_building,Masonary,3,MA_3,354713,499596,3.06,3,Pontebba,PontebbaB1,167,1,369926.83867,5152135.496529,S3hhm,13.3045052292498,46.5102205352342
369917.024622087,5152153.74654771,_3133,Apartment_building,Masonary,3,MA_3,513863,723751,4.43,4,Pontebba,PontebbaB1,241,1,369917.024622,5152153.746548,S3hhm,13.3043722540485,46.5103828089707
370115.789089905,5152193.22900153,_3135,Apartment_building,Masonary_wood,3,MA_3,111057,161879,1.15,1,Pontebba,PontebbaD1,63,1,370115.78909,5152193.229002,S3hhm,13.3069509585811,46.510776348955
369817.111958908,5152162.3129609,_3140,Apartment_building,Brick_wood,3,MA_3,356546,502177,3.08,3,Pontebba,PontebbaB1,167,1,369817.111959,5152162.312961,S3hhm,13.3030680780429,46.5104405585681
369818.759498619,5152128.95786845,_3141,Apartment_building,Brick,3,MA_3,262978,370392,2.27,2,Pontebba,PontebbaB1,123,1,369818.759499,5152128.957868,S3hhm,13.3030988847414,46.5101408285385
369809.937109825,5152140.15630134,_3142,Industrial,Brick_wood,3,MA_3,58910,77319,0,0,Pontebba,PontebbaB1,123,4,369809.93711,5152140.156301,S3hhm,13.3029808008832,46.5102398591947
369876.643196132,5152165.20600307,_3143,Apartment_building,Masonary,3,MA_3,436253,614441,3.76,4,Pontebba,PontebbaB1,205,1,369876.643196,5152165.206003,S3hhm,13.3038429105791,46.5104780907034
369881.481843585,5152140.19571057,_3144,House,Masonary_wood,2,MA_2,268127,377644,0.87,1,Pontebba,PontebbaB1,189,1,369881.481844,5152140.195711,S3hhm,13.3039129546175,46.5102540434957
369799.22835795,5151999.02761692,_3153,Apartment_building,Masonary,3,MA_3,398428,561166,3.44,3,Pontebba,PontebbaB1,187,1,369799.228358,5151999.027617,S3hhm,13.3028808009722,46.5089682534422
369774.6183454,5151976.39199468,_3154,House,Brick_wood,2,MA_2,225649,317816,0.87,1,Pontebba,PontebbaB1,159,1,369774.618345,5151976.391995,S3hhm,13.3025665023273,46.5087598736694
369804.574636709,5151942.43411397,_3156,House,Masonary_wood,2,MA_2,182549,257111,0.87,1,Pontebba,PontebbaB1,129,1,369804.574637,5151942.434114,S3hhm,13.3029663052453,46.5084601954235
369819.925781123,5151926.68147692,_3158,House,Wood,2,WO_1,54118,76223,0.87,1,Pontebba,PontebbaB1,38,1,369819.925781,5151926.681477,S3hhm,13.3031707213445,46.5083214591812
369834.021922657,5151917.25734971,_3160,Apartment_building,Masonary,3,MA_3,239387,337164,2.07,2,Pontebba,PontebbaB1,112,1,369834.021923,5151917.25735,S3hhm,13.3033570136462,46.5082394086359
369865.391611448,5151897.25840066,_3161,Apartment_building,Masonary,3,MA_3,306775,432077,2.65,3,Pontebba,PontebbaB1,144,1,369865.391611,5151897.258401,S3hhm,13.3037713157941,46.5080655694954
369876.07462172,5151888.90380808,_3162,House,Masonary_wood,2,MA_2,156886,220967,0.87,1,Pontebba,PontebbaB1,110,1,369876.074622,5151888.903808,S3hhm,13.3039128387431,46.5079924794833
369808.628743499,5151912.80083249,_3164,House,Masonary,2,MA_2,91630,129056,0.87,1,Pontebba,PontebbaB1,65,1,369808.628743,5151912.800832,S3hhm,13.3030274230972,46.5081944104912
369817.007651882,5151900.68927148,_3165,Apartment_building,Masonary,3,MA_3,292763,412342,2.53,3,Pontebba,PontebbaB1,137,1,369817.007652,5151900.689271,S3hhm,13.3031399800945,46.5080870798303
369845.008670776,5151894.54309967,_3166,Apartment_building,Masonary_wood,3,MA_3,306461,431636,2.64,3,Pontebba,PontebbaB1,144,1,369845.008671,5151894.5431,S3hhm,13.3035065148133,46.5080372042697
369858.589168931,5151872.9992501,_3167,Apartment_building,Masonary,3,MA_3,521531,734550,4.5,5,Pontebba,PontebbaB1,245,1,369858.589169,5151872.99925,S3hhm,13.3036894800278,46.5078460294189
369878.719044045,5151853.51056786,_3168,House,Masonary,2,MA_2,248217,349601,0.87,1,Pontebba,PontebbaB1,175,1,369878.719044,5151853.510568,S3hhm,13.3039571973421,46.5076746073159
369904.015920273,5151843.94305127,_3169,Apartment_building,Masonary,3,MA_3,387635,545965,3.34,3,Pontebba,PontebbaB1,182,1,369904.01592,5151843.943051,S3hhm,13.3042894550201,46.5075934296119
370001.457229789,5151857.40832176,_3171,Industrial,Masonary,3,MA_3,372572,489001,0,0,Pontebba,PontebbaB1,776,4,370001.45723,5151857.408322,S3hhm,13.3055552037893,46.5077333762603
369942.439894007,5151868.75514038,_3172,Industrial,Masonary,2,MA_2,122936,161353,0,0,Pontebba,PontebbaB1,384,4,369942.439894,5151868.75514,S3hhm,13.3047831207288,46.5078240515131
369954.418080804,5151860.7568675,_3173,Industrial,Masonary,1,MA_1,30152,39574,0,0,Pontebba,PontebbaB1,188,4,369954.418081,5151860.756867,S3hhm,13.3049414162962,46.507754415662
369971.351283429,5151870.02566469,_3174,Industrial,Masonary,1,MA_1,13596,17845,0,0,Pontebba,PontebbaB1,85,4,369971.351283,5151870.025665,S3hhm,13.3051594388716,46.5078410640512
369943.138217791,5151824.98336449,_3175,Apartment_building,Masonary,3,MA_3,339417,478052,2.93,3,Pontebba,PontebbaB1,159,1,369943.138218,5151824.983364,S3hhm,13.304804463114,46.507430433127
369959.329932076,5151818.93947364,_3176,Apartment_building,Concrete,5,RC_4,348699,491125,3.01,3,Pontebba,PontebbaB1,98,1,369959.329932,5151818.939474,S3hhm,13.3050171065539,46.5073791917776
369963.878651345,5151827.99796598,_3177,Apartment_building,Concrete,4,RC_4,276918,390025,2.39,2,Pontebba,PontebbaB1,98,1,369963.878651,5151827.997966,S3hhm,13.3050738357908,46.5074615567459
369968.579093139,5151813.01021893,_3178,Apartment_building,Concrete,4,RC_4,250884,353357,2.16,2,Pontebba,PontebbaB1,88,1,369968.579093,5151813.010219,S3hhm,13.3051392669647,46.5073276406619
369981.61165562,5151810.22173556,_3179,Apartment_building,Masonary,3,MA_3,394485,555613,3.4,3,Pontebba,PontebbaB1,185,1,369981.611656,5151810.221736,S3hhm,13.3053098406091,46.5073050730543
369994.110187021,5151804.54857051,_3180,Apartment_building,Masonary,3,MA_3,410808,578603,3.54,4,Pontebba,PontebbaB1,193,1,369994.110187,5151804.548571,S3hhm,13.3054742631221,46.5072564526412
369879.158152186,5151832.34651549,_3182,House,Masonary,2,MA_2,176501,248593,0.87,1,Pontebba,PontebbaB1,124,1,369879.158152,5151832.346515,S3hhm,13.3039688413606,46.5074843089536
369904.239986173,5151807.6698038,_3183,House,Masonary,2,MA_2,123707,174235,0.87,1,Pontebba,PontebbaB1,87,1,369904.239986,5151807.669804,S3hhm,13.3043025238702,46.5072671734582
369898.387307436,5151812.58866099,_3184,House,Masonary,2,MA_2,39702,55918,0.87,1,Pontebba,PontebbaB1,28,1,369898.387307,5151812.588661,S3hhm,13.3042248963658,46.5073102907655
369915.917545237,5151798.43166076,_3185,House,Masonary,2,MA_2,242975,342219,0.87,1,Pontebba,PontebbaB1,171,1,369915.917545,5151798.431661,S3hhm,13.3044572485873,46.507186326808
369933.612598468,5151783.91238474,_3186,House,Masonary,2,MA_2,168645,237528,0.87,1,Pontebba,PontebbaB1,119,1,369933.612598,5151783.912385,S3hhm,13.3046918483709,46.5070591353066
369928.895474309,5151813.80147146,_3188,Police_station,Masonary,2,MA_2,647325,940645,0,0,Pontebba,PontebbaB1,506,5,369928.895474,5151813.801471,S3hhm,13.3046220303938,46.5073270943465
369964.658778398,5151790.52472069,_3189,Apartment_building,Masonary_wood,3,MA_3,1272942,1792876,10.98,11,Pontebba,PontebbaB1,598,1,369964.658778,5151790.524721,S3hhm,13.3050944800817,46.5071246131094
369810.215615876,5152280.00932078,_3190,Gas_distribution,Metal,1,WO_1,13296,17452,0,0,Pontebba,PontebbaD1,83,6,369810.215616,5152280.009321,S3hhm,13.3029452618858,46.5114979725588
369836.263010253,5151725.57452343,_3192,Apartment_building,Masonary,3,MA_3,464814,654667,4.01,4,Pontebba,PontebbaB1,218,1,369836.26301,5151725.574523,S3hhm,13.3034398745494,46.5065155415237
369862.750992927,5151735.45083507,_3195,Apartment_building,Masonary,3,MA_3,591119,832562,5.1,5,Pontebba,PontebbaB1,278,1,369862.750993,5151735.450835,S3hhm,13.3037822017888,46.5066095042018
369874.637869378,5151729.95465441,_3196,Apartment_building,Concrete,4,RC_4,301994,425344,2.61,3,Pontebba,PontebbaB1,106,1,369874.637869,5151729.954654,S3hhm,13.3039386051679,46.5065623598535
369881.275971128,5151720.09843184,_3197,Apartment_building,Concrete,4,RC_4,813731,1146101,7.02,7,Pontebba,PontebbaB1,287,1,369881.275971,5151720.098432,S3hhm,13.304027846182,46.5064749799501
369847.949492023,5151730.96449538,_3199,Apartment_building,Masonary,3,MA_3,191125,269190,1.65,2,Pontebba,PontebbaB1,90,1,369847.949492,5151730.964495,S3hhm,13.3035906199419,46.5065662863168
369839.698327225,5151748.16324189,_3201,Apartment_building,Concrete,4,RC_4,416069,586013,3.59,4,Pontebba,PontebbaB1,147,1,369839.698327,5151748.163242,S3hhm,13.3034783072318,46.5067194044459
369813.481100637,5151776.92602455,_3202,Apartment_building,Concrete,4,RC_4,208996,294360,1.8,2,Pontebba,PontebbaB1,74,1,369813.481101,5151776.926025,S3hhm,13.3031286885741,46.5069730746846
369826.671222949,5151768.67376355,_3203,Apartment_building,Masonary,3,MA_3,597977,842221,5.16,5,Pontebba,PontebbaB1,281,1,369826.671223,5151768.673764,S3hhm,13.3033028442722,46.5069013906153
369817.667027098,5151751.502132,_3205,Apartment_building,Masonary,3,MA_3,263726,371446,2.28,2,Pontebba,PontebbaB1,124,1,369817.667027,5151751.502132,S3hhm,13.3031903425847,46.5067451809918
369748.101850278,5151811.63948209,_3206,School,Masonary,2,MA_2,950774,1381594,0,0,Pontebba,PontebbaB1,743,5,369748.10185,5151811.639482,S3hhm,13.3022671815234,46.5072726997351
369713.67688415,5151860.39987035,_3208,Apartment_building,Concrete,4,RC_4,450517,634532,3.89,4,Pontebba,PontebbaB1,159,1,369713.676884,5151860.39987,S3hhm,13.3018050157514,46.5077046682569
369729.634449971,5151870.69282975,_3209,Apartment_building,Masonary,3,MA_3,312010,439450,2.69,3,Pontebba,PontebbaB1,146,1,369729.63445,5151870.69283,S3hhm,13.302010034921,46.5078003467488
369743.959041868,5151854.29086137,_3210,Apartment_building,Masonary,3,MA_3,558369,786435,4.82,5,Pontebba,PontebbaB1,262,1,369743.959042,5151854.290861,S3hhm,13.3022012583756,46.5076555725074
369896.551187505,5151744.15737998,_3211,Apartment_building,Concrete,4,RC_4,990817,1395517,8.55,9,Pontebba,PontebbaB1,349,1,369896.551188,5151744.15738,S3hhm,13.3042201230691,46.5066943559018
369873.962116499,5151759.72814236,_3212,Apartment_building,Masonary,3,MA_3,573070,807141,4.95,5,Pontebba,PontebbaB1,269,1,369873.962116,5151759.728142,S3hhm,13.30392146877,46.5068300594997
369851.976446297,5151770.71029471,_3214,Apartment_building,Masonary,3,MA_3,225650,317817,1.95,2,Pontebba,PontebbaB1,106,1,369851.976446,5151770.710295,S3hhm,13.3036319587397,46.5069246016571
369859.787879257,5151766.45058308,_3215,Apartment_building,Masonary,3,MA_3,298388,420265,2.57,3,Pontebba,PontebbaB1,140,1,369859.787879,5151766.450583,S3hhm,13.3037349209165,46.5068877926988
369826.736823729,5151794.89443108,_3216,Apartment_building,Masonary,3,MA_3,384653,541765,3.32,3,Pontebba,PontebbaB1,181,1,369826.736824,5151794.894431,S3hhm,13.3032963579353,46.5071372736953
369836.486547598,5151784.97397935,_3217,Apartment_building,Concrete,4,RC_4,496381,699128,4.28,4,Pontebba,PontebbaB1,175,1,369836.486548,5151784.973979,S3hhm,13.3034261582252,46.5070499180088
369845.118363187,5151776.81448541,_3218,Apartment_building,Masonary,3,MA_3,247252,348242,2.13,2,Pontebba,PontebbaB1,116,1,369845.118363,5151776.814485,S3hhm,13.3035409006627,46.5069781869583
369806.762260901,5151816.09417041,_3219,Apartment_building,Masonary,3,MA_3,159120,224112,1.37,1,Pontebba,PontebbaB1,75,1,369806.762261,5151816.09417,S3hhm,13.3030301856155,46.5073241162683
369810.283254345,5151810.04180777,_3220,Apartment_building,Masonary,3,MA_3,182011,256353,1.57,2,Pontebba,PontebbaB1,85,1,369810.283254,5151810.041808,S3hhm,13.3030777533008,46.507270352446
369796.778200882,5151827.11919633,_3222,Apartment_building,Concrete,4,RC_4,523849,737815,4.52,5,Pontebba,PontebbaB1,184,1,369796.778201,5151827.119196,S3hhm,13.302897021681,46.5074213624669
369743.376923833,5151875.62415868,_3223,House,Masonary,2,MA_2,67356,94868,0.87,1,Pontebba,PontebbaB1,47,1,369743.376924,5151875.624159,S3hhm,13.3021876975108,46.5078473653951
369754.597914373,5151865.30630371,_3224,Apartment_building,Concrete,5,RC_4,736936,1037938,6.36,6,Pontebba,PontebbaB1,208,1,369754.597914,5151865.306304,S3hhm,13.3023367810048,46.5077567207272
369776.547632245,5151844.73171365,_3225,Apartment_building,Concrete,4,RC_4,1362782,1919412,11.76,12,Pontebba,PontebbaB1,480,1,369776.547632,5151844.731714,S3hhm,13.3026285159673,46.5075758853972
369819.862486982,5151705.04516588,_3226,Apartment_building,Concrete,4,RC_4,1699430,2393563,14.66,15,Pontebba,PontebbaB1,598,1,369819.862487,5151705.045166,S3hhm,13.3032319525736,46.506327697527
369835.58147664,5151677.43707052,_3227,Apartment_building,Masonary,3,MA_3,661122,931158,5.7,6,Pontebba,PontebbaB1,310,1,369835.581477,5151677.437071,S3hhm,13.303444471007,46.5060823848683
369830.51082878,5151661.41261592,_3228,Apartment_building,Masonary,3,MA_3,122552,172609,1.06,1,Pontebba,PontebbaB1,58,1,369830.510829,5151661.412616,S3hhm,13.3033828959841,46.5059372552687
369833.414205934,5151651.91216541,_3229,Apartment_building,Masonary,3,MA_3,365881,515325,3.16,3,Pontebba,PontebbaB1,172,1,369833.414206,5151651.912165,S3hhm,13.3034233809831,46.5058523542797
369849.048937253,5151640.30635711,_3230,Apartment_building,Masonary,3,MA_3,550717,775658,4.75,5,Pontebba,PontebbaB1,259,1,369849.048937,5151640.306357,S3hhm,13.3036303198472,46.505750975014
369844.462173809,5151626.02182515,_3231,House,Masonary,1,MA_1,14028,19757,0.87,1,Pontebba,PontebbaB1,20,1,369844.462174,5151626.021825,S3hhm,13.3035745617107,46.505621590669
